ISPREMIER,AGE21PLUSINDICATOR,AGE18TO21INDICATOR,AGE13TO18INDICATOR,GENDERCODE,BIRTHDATE,LOYALTYEMAILOFFEROPTININDICATOR,REWARDSEMAILOPTININDICATOR,REWARDSMOBILEOPTININDICATOR,REWARDSSMSOPTININDICATOR,THEATREMOBILEOFFEROPTININDICATOR,THEATRESMSOFFEROPTININDICATOR,LIFETIMEAWARDSEARNEDAMOUNT,LIFETIMESPENDAMOUNT,ONLINEFEESWAIVEDAMOUNT,ESTIMATEDINCOMERANGE,ESTIMATEDHOMEMARKETVALUERANGE,CHILDRENPRESENCE,HASFREQUENTVISITTHEATRENUMBER,TICKETQTYSUM,TICKETBALANCEDUESUM,CONCQTYSUM,CONCLOYDISCOUNTAMTSUM,CONCBALANCEDUESUM
0,1,0,0,3,5/5/1992,1,1,1,0,1,0,0,14.3,0,0,0,3,1,6,31.94,3,0,15.34
0,1,0,0,3,5/5/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/7/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/7/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/7/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/8/1992,1,1,1,0,1,0,0,3.28,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,5/8/1992,1,1,1,0,1,0,0,6.88,0,0,0,3,0,4,32.1,3,0,17.53
0,1,0,0,3,5/9/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/9/1992,1,1,1,0,1,0,0,7.5,0,0,0,3,1,1,12.49,0,0,0
0,1,0,0,3,5/9/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,5/9/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,3,16.95,0,0,0
1,1,0,0,3,5/10/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,2,27.98,6,0,20.85
0,1,0,0,3,5/10/1992,0,1,0,0,0,0,0,10.4,2.5,0,0,3,0,2,26.98,0,0,0
0,1,0,0,3,5/10/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/10/1992,1,1,1,0,1,0,0,1.3,0,0,0,3,1,1,6.81,0,0,0
0,1,0,0,3,5/11/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
0,1,0,0,3,5/12/1992,1,1,0,0,0,0,0,3.2,2.5,0,0,3,1,2,15.98,0,0,0
0,1,0,0,3,5/13/1992,1,1,1,0,1,0,0,5,0,0,0,3,0,0,0,4,0,26.71
0,1,0,0,3,5/13/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,2,23.52,0,0,0
0,1,0,0,3,5/14/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/15/1992,1,1,1,0,1,0,0,11.3,0,0,0,3,1,8,77.94,7,0,43.95
0,1,0,0,3,5/15/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/15/1992,1,1,0,0,0,0,0,0,0,0,0,3,1,2,35.94,0,0,0
0,1,0,0,3,5/15/1992,1,1,1,0,1,0,0,11,0,0,0,3,1,6,38.94,0,0,0
0,1,0,0,3,5/15/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/15/1992,1,1,0,0,0,0,0,8.98,2.5,0,0,3,1,3,47.97,3,0,19.89
0,1,0,0,3,5/16/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/16/1992,1,1,1,0,1,0,0,4.89,0,0,0,3,0,0,0,6,-4.25,26.49
0,1,0,0,3,5/16/1992,1,1,1,0,1,0,0,2.9,0,0,0,3,1,1,15.36,0,0,0
0,1,0,0,3,5/17/1992,1,1,1,0,1,0,0,2.92,0,0,0,3,0,0,0,2,0,15.09
0,1,0,0,3,5/18/1992,1,1,0,0,0,0,0,3.4,2.5,0,0,3,1,2,18.68,0,0,0
0,1,0,0,3,5/18/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/19/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/19/1992,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,2,0,14.83
0,1,0,0,3,5/20/1992,1,1,0,0,0,0,0,19.84,5,0,0,3,1,4,50.42,0,0,0
0,1,0,0,3,5/20/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/21/1992,1,1,1,0,1,0,0,2.6,0,0,0,3,0,0,0,2,0,14.02
0,1,0,0,3,5/21/1992,0,0,0,0,0,0,0,8,2.5,0,0,3,1,7,152.43,0,0,0
1,1,0,0,3,5/21/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,2,14.98,4,-0.5,13.14
0,1,0,0,3,5/21/1992,1,1,1,0,1,0,0,2.74,0,0,0,3,0,0,0,2,0,14.79
0,1,0,0,3,5/23/1992,1,1,1,0,1,0,0,2.64,0,0,0,3,0,0,0,2,0,13.69
0,1,0,0,3,5/23/1992,0,0,0,0,0,0,0,8.96,2.5,0,0,3,1,2,21.76,0,0,0
0,1,0,0,3,5/23/1992,1,1,1,0,1,0,0,13.4,0,0,0,3,1,3,41.97,0,0,0
0,1,0,0,3,5/24/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/24/1992,0,0,0,0,0,0,0,5.2,2.5,0,0,3,0,2,25.98,0,0,0
0,1,0,0,3,5/24/1992,0,0,0,0,0,0,0,8.18,3.75,0,0,3,0,3,15.87,0,0,0
0,1,0,0,3,5/24/1992,1,1,0,0,0,0,0,17.48,0,0,0,3,0,5,63.82,5,0,30.7
0,1,0,0,3,5/25/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/25/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/25/1992,1,1,0,0,0,0,0,4.76,2.5,0,0,3,1,2,23.78,0,0,0
0,1,0,0,3,5/26/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/26/1992,1,1,1,0,1,0,0,1.7,0,0,0,3,0,0,0,1,0,9.09
0,1,0,0,3,5/27/1992,1,1,1,0,1,0,0,4.18,0,0,0,3,0,0,0,3,0,22.35
0,1,0,0,3,5/27/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/27/1992,1,1,1,0,1,0,0,4.14,0,0,0,3,0,0,0,10,0,22.11
0,1,0,0,3,5/27/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/28/1992,1,1,1,0,1,0,0,10.06,0,0,0,3,0,0,0,9,0,54.01
0,1,0,0,3,5/28/1992,1,1,1,0,1,0,0,4.3,0,0,0,3,1,2,23.28,0,0,0
0,1,0,0,3,5/29/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,5/30/1992,1,1,0,0,0,0,0,4.8,0,0,0,3,1,4,59.96,0,0,0
0,1,0,0,3,5/30/1992,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,2,0,14.83
0,1,0,0,3,5/30/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,5/31/1992,1,1,1,0,1,0,0,31.3,0,0,0,3,1,11,100.26,0,0,0
0,1,0,0,3,5/31/1992,1,1,1,0,1,0,0,6,0,0,0,3,1,3,31.47,0,0,0
0,1,0,0,3,5/31/1992,0,1,0,0,0,0,0,23.9,8.75,0,0,3,1,7,94.43,0,0,0
0,1,0,0,3,5/31/1992,1,1,1,0,1,0,0,8.96,0,0,0,3,1,2,21.36,0,0,0
0,1,0,0,3,6/1/1992,0,0,0,0,0,0,0,6,1.25,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/1/1992,1,1,1,0,1,0,0,9.7,0,0,0,3,1,2,17.98,1,0,5.93
0,1,0,0,3,6/2/1992,1,1,1,0,1,0,0,5.2,0,0,0,3,1,2,28.16,0,0,0
0,1,0,0,3,6/2/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/3/1992,0,0,0,0,0,0,0,11.4,2.5,0,0,3,1,2,31.98,0,0,0
0,1,0,0,3,6/3/1992,1,1,0,0,0,0,0,10.8,2.5,0,0,3,1,2,31.3,0,0,0
0,1,0,0,3,6/4/1992,1,1,0,0,0,0,0,6.6,2.5,0,0,3,1,2,34.88,0,0,0
0,1,0,0,3,6/5/1992,1,1,1,0,1,0,0,2.7,0,0,0,3,0,0,0,2,0,14.43
0,1,0,0,3,6/5/1992,1,1,0,0,0,0,0,5.2,2.5,0,0,3,1,2,27.8,0,0,0
0,1,0,0,3,6/5/1992,0,1,0,0,0,0,0,4,2.5,0,0,3,1,2,21.98,0,0,0
0,1,0,0,3,6/6/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/6/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/8/1992,1,1,1,0,1,0,0,13.58,0,0,0,3,1,4,55.96,0,0,0
0,1,0,0,3,6/8/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/8/1992,1,1,1,0,1,0,0,3.12,0,0,0,3,0,0,0,3,0,16.88
1,1,0,0,3,6/9/1992,1,1,0,0,0,0,0,0,0,0,0,3,1,4,64.46,0,0,0
0,1,0,0,3,6/9/1992,0,1,0,0,0,0,0,1.26,1.25,0,0,3,1,1,6.92,0,0,0
0,1,0,0,3,6/9/1992,0,0,0,0,0,0,0,15,5,0,0,3,1,4,49.96,0,0,0
0,1,0,0,3,6/9/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/10/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/10/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,13.16
0,1,0,0,3,6/10/1992,1,1,1,0,1,0,0,2.9,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/11/1992,1,1,0,0,0,0,0,14.05,0,0,0,3,0,0,0,4,0,29.75
0,1,0,0,3,6/11/1992,1,1,0,0,0,0,0,0,0,0,0,3,1,5,24.14,3,0,18.36
0,1,0,0,3,6/11/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,6/11/1992,0,0,0,0,0,0,0,11.2,2.5,0,0,3,0,4,63.96,0,0,0
0,1,0,0,3,6/12/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/12/1992,1,1,1,0,1,0,0,4.78,0,0,0,3,1,2,20.04,1,0,5.44
1,1,0,0,3,6/12/1992,1,1,1,0,1,0,0,2.28,0,0,0,3,1,6,52.56,10,-5,66.92
0,1,0,0,3,6/12/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,12,0,79.45
0,1,0,0,3,6/13/1992,0,1,0,0,0,0,0,0,0,0,0,3,1,1,16.23,0,0,0
0,1,0,0,3,6/13/1992,1,1,0,0,0,0,0,11.4,0,0,0,3,1,2,31.98,0,0,0
1,1,0,0,3,6/14/1992,0,0,0,0,0,0,0,9.1,2.5,0,0,3,0,4,43.2,0,0,0
0,1,0,0,3,6/15/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/15/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/15/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,4,39.96,0,0,0
0,1,0,0,3,6/15/1992,1,1,0,0,0,0,0,6.3,3.75,0,0,3,1,3,34.62,0,0,0
0,1,0,0,3,6/15/1992,1,1,1,0,1,0,0,10.2,0,0,0,3,1,2,21.68,1,0,6.62
0,1,0,0,3,6/16/1992,1,1,1,0,1,0,0,11.76,0,0,0,3,1,3,14.97,3,0,19.9
0,1,0,0,3,6/17/1992,1,1,1,0,1,0,0,10.54,0,0,0,3,0,0,0,9,0,56.35
0,1,0,0,3,6/18/1992,1,1,0,0,0,0,0,0,0,0,0,3,1,2,21.98,0,0,0
0,1,0,0,3,6/18/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,6.88
0,1,0,0,3,6/18/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/19/1992,1,1,1,0,1,0,0,10.2,0,0,0,3,1,2,25.98,0,0,0
0,1,0,0,3,6/19/1992,1,1,1,0,1,0,0,4.18,0,0,0,3,0,0,0,3,0,21.99
0,1,0,0,3,6/19/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/20/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/21/1992,1,1,1,0,1,0,0,27.9,3.75,0,0,3,1,12,156.91,0,0,0
0,1,0,0,3,6/21/1992,1,1,1,0,1,0,0,9.4,0,0,0,3,1,2,24.18,0,0,0
0,1,0,0,3,6/22/1992,0,0,0,0,0,0,0,0,0,0,0,3,1,2,21.98,0,0,0
0,1,0,0,3,6/22/1992,1,1,1,0,1,0,0,4,0,0,0,3,0,0,0,3,0,21.19
0,1,0,0,3,6/22/1992,1,1,0,0,0,0,0,5.4,2.5,0,0,3,1,2,26.98,0,0,0
0,1,0,0,3,6/22/1992,0,0,1,0,1,0,0,9,0,0,0,3,0,2,21.42,0,0,0
0,1,0,0,3,6/24/1992,1,1,0,0,0,0,0,4,2.5,0,0,3,1,2,22.08,0,0,0
0,1,0,0,3,6/25/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/25/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/25/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/25/1992,1,1,1,0,1,0,0,2.92,0,0,0,3,0,0,0,2,0,15.13
0,1,0,0,3,6/26/1992,1,1,1,0,1,0,0,1.5,0,0,0,3,0,0,0,1,0,8.12
0,1,0,0,3,6/26/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/27/1992,1,1,1,0,1,0,0,3.88,0,0,0,3,0,0,0,8,0,20.93
0,1,0,0,3,6/27/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/29/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/29/1992,1,1,1,0,1,0,0,1.24,0,0,0,3,0,0,0,1,0,6.62
0,1,0,0,3,6/29/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,5,0,48.14
0,1,0,0,3,6/29/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/29/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,6/30/1992,1,1,1,0,1,0,0,6.26,0,0,0,3,1,2,18.9,2,0,14.93
0,1,0,0,3,6/30/1992,0,0,0,0,0,0,0,3.6,2.5,0,0,3,1,2,19.46,0,0,0
0,1,0,0,3,6/30/1992,1,1,0,0,0,0,0,14.4,5,0,0,3,1,4,72,0,0,0
0,1,0,0,3,6/30/1992,1,1,1,0,1,0,0,5.22,0,0,0,3,1,2,19.78,1,0,8.9
0,1,0,0,3,7/1/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,1,15.99,5,0,30.35
0,1,0,0,3,7/2/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/2/1992,1,1,0,0,0,0,0,7,0,0,0,3,1,2,10.84,0,0,0
0,1,0,0,3,7/2/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,7/3/1992,0,1,0,0,1,0,0,0,0,0,0,3,0,4,59.96,0,0,0
0,1,0,0,3,7/5/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/5/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,15.34
0,1,0,0,3,7/5/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/5/1992,1,1,1,0,1,0,0,13.74,0,0,0,3,1,4,37.94,5,0,34.47
0,1,0,0,3,7/5/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/6/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/6/1992,1,1,1,0,1,0,0,32.86,0,0,0,3,1,8,52.72,3,0,19.92
0,1,0,0,3,7/7/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,3,0,14.67
0,1,0,0,3,7/7/1992,1,1,0,0,0,0,0,5.6,0,0,0,3,1,2,29.94,4,0,29.94
0,1,0,0,3,7/7/1992,1,1,0,0,0,0,0,5.6,5,0,0,3,1,4,30.24,0,0,0
0,1,0,0,3,7/9/1992,1,1,0,0,0,0,0,20,6.25,0,0,3,0,5,54.05,0,0,0
0,1,0,0,3,7/11/1992,1,1,1,0,1,0,0,6.1,0,0,0,3,1,4,46.48,1,0,9.34
0,1,0,0,3,7/12/1992,1,1,1,0,1,0,0,9.18,0,0,0,3,1,1,8.49,2,0,13.13
0,1,0,0,3,7/12/1992,1,1,0,0,0,0,0,9.5,0,0,0,3,1,2,23.48,0,0,0
0,1,0,0,3,7/12/1992,0,0,0,0,0,0,0,0,0,0,0,3,1,3,45.68,0,0,0
0,1,0,0,3,7/13/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/13/1992,0,0,0,0,0,0,0,7.8,1.25,0,0,3,0,1,13.99,0,0,0
0,1,0,0,3,7/14/1992,1,1,1,0,1,0,0,3.44,0,0,0,3,0,0,0,4,0,18.6
0,1,0,0,3,7/14/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/14/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/15/1992,1,1,1,0,0,0,0,28,2.5,0,0,3,1,16,171.84,0,0,0
0,1,0,0,3,7/16/1992,0,0,0,0,0,0,0,10.4,5,0,0,3,0,4,51.96,0,0,0
0,1,0,0,3,7/16/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/16/1992,1,1,1,0,1,0,0,6.4,0,0,0,3,1,2,31.98,0,0,0
0,1,0,0,3,7/17/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,1,6.37,0,0,0
0,1,0,0,3,7/17/1992,1,1,1,0,1,0,0,13.46,0,0,0,3,1,2,18.5,0,0,0
0,1,0,0,3,7/18/1992,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
0,1,0,0,3,7/19/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/19/1992,1,1,1,0,1,0,0,13.1,0,0,0,3,1,3,43.32,5,0,29.83
0,1,0,0,3,7/19/1992,1,1,1,0,1,0,0,3.7,0,0,0,3,0,0,0,3,0,19.02
0,1,0,0,3,7/20/1992,1,1,1,0,1,0,0,9.12,0,0,0,3,0,0,0,9,0,48.25
0,1,0,0,3,7/20/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,15.44
0,1,0,0,3,7/20/1992,1,1,0,0,0,0,0,1.4,0,0,0,3,1,1,7.51,0,0,0
0,1,0,0,3,7/20/1992,1,1,1,0,1,0,0,1.62,0,0,0,3,0,0,0,1,0,8.86
0,1,0,0,3,7/21/1992,1,1,0,0,0,0,0,5,0,0,0,3,0,2,24.98,0,0,0
0,1,0,0,3,7/21/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/21/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/22/1992,0,1,0,0,0,0,0,0,0,0,0,3,1,4,38.92,0,0,0
0,1,0,0,3,7/23/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/23/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/24/1992,1,1,1,0,1,0,0,10.44,0,0,0,3,1,9,110.41,7,0,40.73
0,1,0,0,3,7/25/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/25/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/26/1992,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11.71,0,0,0
0,1,0,0,3,7/26/1992,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/26/1992,1,1,0,0,0,0,0,3.18,0,0,0,3,0,0,0,3,0,16.58
0,1,0,0,3,7/27/1992,1,1,1,0,1,0,0,1.84,0,0,0,3,1,7,41.93,3,0,18.49
0,1,0,0,3,7/27/1992,1,1,1,0,1,0,0,43.46,3.75,0,0,3,1,18,168.52,15,0,104.25
0,1,0,0,3,7/27/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/27/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/28/1992,0,0,0,0,0,0,0,7.8,1.25,0,0,3,1,3,53.97,0,0,0
0,1,0,0,3,7/29/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/29/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,7/30/1992,0,0,0,0,0,0,0,10,2.5,0,0,3,1,2,24.98,0,0,0
0,1,0,0,3,7/31/1992,0,0,0,0,0,0,0,7.4,1.25,0,0,3,0,1,13.43,0,0,0
0,1,0,0,3,7/31/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/1/1992,0,0,0,0,0,0,0,11.34,2.5,0,0,3,1,2,33.54,0,0,0
0,1,0,0,3,8/1/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/1/1992,0,0,0,0,0,0,0,0,0,0,0,3,1,2,23.98,0,0,0
0,1,0,0,3,8/2/1992,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,2,0,15.23
0,1,0,0,3,8/2/1992,1,1,1,0,1,0,0,39.52,0,0,0,3,1,4,58.96,1,0,6.2
0,1,0,0,3,8/2/1992,1,1,1,0,1,0,0,10.15,0,0,0,3,0,0,0,4,0,21.49
0,1,0,0,3,8/2/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/3/1992,0,0,0,0,0,0,0,3.6,2.5,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/4/1992,1,1,1,0,1,0,0,5.6,0,0,0,3,1,2,27.98,0,0,0
0,1,0,0,3,8/4/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/4/1992,1,1,1,0,1,0,0,5.24,0,0,0,3,0,0,0,5,0,29.15
0,1,0,0,3,8/4/1992,1,1,1,0,1,0,0,22.2,0,0,0,3,1,8,51.92,1,0,0
0,1,0,0,3,8/4/1992,1,1,1,0,1,0,0,22.75,0,0,0,3,1,8,107.94,0,0,0
0,1,0,0,3,8/5/1992,1,1,1,0,1,0,0,5.92,0,0,0,3,1,3,13.47,3,0,16.58
0,1,0,0,3,8/5/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,1,17.49,0,0,0
0,1,0,0,3,8/5/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/5/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/5/1992,1,1,0,0,0,0,0,2.8,0,0,0,3,0,0,0,3,0,15.11
0,1,0,0,3,8/5/1992,0,1,0,0,0,0,0,26.32,10,0,0,3,1,8,86.42,0,0,0
1,1,0,0,3,8/6/1992,1,1,1,0,1,0,0,8.4,0,0,0,3,0,4,36.88,0,0,0
0,1,0,0,3,8/6/1992,1,1,0,0,0,0,0,9.6,2.5,0,0,3,1,2,22.98,0,0,0
0,1,0,0,3,8/7/1992,1,1,1,0,1,0,0,17.54,0,0,0,3,1,4,29.58,1,0,8.58
0,1,0,0,3,8/7/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/7/1992,1,1,1,0,1,0,0,9.4,0,0,0,3,1,4,56.6,0,0,0
0,1,0,0,3,8/8/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/8/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,2,25.66,2,0,12.37
0,1,0,0,3,8/8/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,4,53.68,0,0,0
0,1,0,0,3,8/8/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/9/1992,1,1,1,0,1,0,0,6.9,0,0,0,3,1,1,9.77,0,0,0
0,1,0,0,3,8/10/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/10/1992,0,0,0,0,0,0,0,9.2,2.5,0,0,3,1,2,22.1,0,0,0
0,1,0,0,3,8/10/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,3,8/10/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,3,25.47,0,0,0
0,1,0,0,3,8/11/1992,0,1,0,0,0,0,0,4.4,2.5,0,0,3,1,2,23.08,0,0,0
1,1,0,0,3,8/11/1992,1,1,1,0,1,0,90,913.4,0,0,0,3,1,10,109.06,9,-2,49.48
0,1,0,0,3,8/11/1992,0,0,0,0,0,0,0,9,2.5,0,0,3,1,2,19.98,0,0,0
0,1,0,0,3,8/12/1992,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/12/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/13/1992,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/14/1992,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,2,0,15.11
0,1,0,0,3,8/14/1992,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,3,8/15/1992,1,1,1,0,1,0,0,0,0,0,0,3,1,1,9,0,0,0
0,1,0,0,3,8/15/1992,1,1,0,0,0,0,0,8.8,2.5,0,0,3,1,2,19.54,0,0,0
0,1,0,0,3,8/15/1992,1,1,1,0,1,0,0,13.2,0,0,0,3,1,2,29.68,2,0,15.88
0,1,0,0,3,8/15/1992,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
